 Matrix , NNZ, Solve Time  , Extraction_5_5, Extraction_10_10, Extraction_10_5, Extraction_20_20
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_42_10_1.mat , 120004,6722286,5732907,11341156,8420374,15421581
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_42_11_1.mat , 120004,6565387,5773912,11181945,8513814,15747895
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_42_1_1.mat , 120004,6607381,5687433,11282630,8345948,15653852
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_42_12_1.mat , 120004,6515663,5945866,11356737,8680080,16153926
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_4_2_1.mat , 120004,6720431,5804322,11485408,8527557,15775880
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_42_2_1.mat , 120004,6505234,5672657,11082045,8428938,15546001
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_42_3_1.mat , 120004,6649821,5700086,11334714,8380195,15089859
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_42_4_1.mat , 120004,7010726,5660096,11166926,8500943,16154795
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_42_5_1.mat , 120004,6815403,5648019,11135845,8435347,16402166
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_42_6_1.mat , 120004,6741887,5854384,11514828,8524153,15629196
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_42_7_1.mat , 120004,6433391,5756542,11190343,8560334,15120855
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_42_8_1.mat , 120004,6594092,5840744,11456735,8532436,15387137
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_42_9_1.mat , 120004,6547734,5711955,11108614,8492984,15639718
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_43_10_1.mat , 120004,6917669,5790223,11483869,8503701,16048185
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_43_11_1.mat , 120004,6427377,5653642,11034178,8465583,15945799
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_43_1_1.mat , 120004,6477252,5481753,11076389,5414836,12482942
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_4_3_1.mat , 120004,6531138,5595981,11046243,8415520,16057231
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_43_2_1.mat , 120004,6712477,5964740,11527934,8694362,15777903
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_43_3_1.mat , 120004,6473429,5576976,11105929,8478151,15830786
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_43_4_1.mat , 120004,6954880,5835279,11475019,8524414,16056361
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_43_5_1.mat , 120004,6551341,5807207,11304154,8500749,15502409
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_43_6_1.mat , 120004,6563448,5693609,11309617,8392636,15712061
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_43_7_1.mat , 120004,6470031,5606116,11050841,8423224,15588346
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_43_8_1.mat , 120004,6700623,5791667,11458540,8498314,16258625
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_43_9_1.mat , 120004,6591141,5704102,11225735,8557306,15716560
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_44_10_1.mat , 120004,6602675,5702647,11275406,8351637,15573286
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_44_11_1.mat , 120004,6501654,5678007,11134652,8445447,16247576
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_44_1_1.mat , 120004,6730101,6041211,11734537,8787572,15369195
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_4_4_1.mat , 120004,6839719,5697976,11205310,8522319,16097193
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_44_2_1.mat , 120004,6718083,5812620,11493777,8551653,15566891
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_44_3_1.mat , 120004,6518771,5680730,11176107,8476007,15603059
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_44_4_1.mat , 120004,6772756,5725825,11350849,8419537,16046378
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_44_5_1.mat , 120004,6891769,5741745,11266859,8549805,16401590
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_44_6_1.mat , 120004,6685643,5719983,11338100,8373993,15770978
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_44_7_1.mat , 120004,6611322,5753683,11263379,8558045,15644377
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_44_8_1.mat , 120004,6635947,5704069,11338338,8362992,15795960
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_44_9_1.mat , 120004,6575364,5939165,11374815,8700039,15519507
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_45_10_1.mat , 120004,6668212,5927493,11601656,8621451,15555136
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_45_1_1.mat , 120004,6457999,5845285,11298592,8601627,15356063
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_4_5_1.mat , 120004,6811510,5775935,11368526,8448321,15937303
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_45_2_1.mat , 120004,6712934,5724854,11409227,8408382,15818651
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_45_3_1.mat , 120004,6702237,5741743,11409293,8433143,16104289
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_45_4_1.mat , 120004,6519024,5700158,11015447,8426621,15863824
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_45_5_1.mat , 120004,6672341,5998283,11659226,8697494,16097479
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_45_6_1.mat , 120004,6504753,5888431,11106004,8529076,16212732
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_45_7_1.mat , 120004,6967132,5733451,11327179,8416203,16083157
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_45_8_1.mat , 120004,7729703,4080162,8097246,5899238,16089270
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_45_9_1.mat , 120004,6552230,5799329,11244143,8538578,16048306
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_46_10_1.mat , 120004,6602196,5757975,11315656,8412057,15831597
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_46_11_1.mat , 120004,6535158,5743112,11303201,8601643,17031777
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_46_1_1.mat , 120004,6643981,5971262,11570991,8679763,15427532
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_46_12_1.mat , 120004,6420270,5826392,11238188,8549162,15658644
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_4_6_1.mat , 120004,6873709,5754716,11332765,8429748,15717956
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_46_2_1.mat , 120004,6516635,5840338,11288691,8486451,15496175
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_46_3_1.mat , 120004,6946680,5735135,11254459,8386871,15866541
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_46_4_1.mat , 120004,6453973,5785467,11217432,8544866,15291438
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_46_5_1.mat , 120004,6562655,5725864,11191011,8393168,15045835
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_46_6_1.mat , 120004,6540528,5727038,11173116,8509946,15689322
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_46_7_1.mat , 120004,6527951,5769981,11217597,8428260,15566557
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_46_8_1.mat , 120004,6848173,5835015,11201766,8515426,16208559
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_46_9_1.mat , 120004,7797169,4185478,8118544,6081893,16287429
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_47_10_1.mat , 120004,6570607,5861350,11268879,8605221,15592946
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_47_11_1.mat , 120004,6667504,5924281,11582262,8660863,15762151
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_47_1_1.mat , 120004,6612566,5686826,10972726,8403932,15652286
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_47_12_1.mat , 120004,6653100,5746375,11268283,8432842,15438564
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_4_7_1.mat , 120004,6543755,5781426,11192834,8498513,15656764
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_47_2_1.mat , 120004,6643182,5871452,11449257,8557760,15274990
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_47_3_1.mat , 120004,6585315,5864991,11350769,8680918,15453251
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_47_4_1.mat , 120004,6572252,5779652,11338360,8469465,15138764
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_47_5_1.mat , 120004,6582730,5791841,11214152,8524500,15709126
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_47_6_1.mat , 120004,6699748,5721536,11318334,8415563,15836217
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_47_7_1.mat , 120004,6590716,5784302,11233150,8549792,15616131
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_47_8_1.mat , 120004,6842873,5811946,11463625,8518691,15729531
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_47_9_1.mat , 120004,6618712,5829760,11197400,8519197,15495012
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_48_10_1.mat , 120004,6780393,5790569,11439232,8526993,15924438
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_48_1_1.mat , 120004,6506917,5942598,11593764,8654202,15564477
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_4_8_1.mat , 120004,6409942,5677079,11026657,8407146,15452059
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_48_2_1.mat , 120004,6642448,5732739,11316986,8407950,15504562
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_48_3_1.mat , 120004,6537849,5794363,11122211,8471030,15817093
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_48_4_1.mat , 120004,6745487,5966168,11600379,8679312,16027009
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_48_5_1.mat , 120004,6483151,5759292,11039830,8407822,15773969
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_48_6_1.mat , 120004,6682662,5982984,11644072,6781841,14086806
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_48_7_1.mat , 120004,6645449,6004325,11388985,8701655,15650077
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_48_8_1.mat , 120004,6787197,5782314,11467961,8491676,15969648
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_48_9_1.mat , 120004,6845714,5742353,11095735,8432068,16253826
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_49_10_1.mat , 120004,6696553,5815869,11468114,8514259,15794107
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_49_11_1.mat , 120004,6602747,5756169,11091074,8447425,15475897
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_49_1_1.mat , 120004,6651111,4852182,9334952,5749963,13467613
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_49_12_1.mat , 120004,6542968,5703145,11013419,8389318,15999157
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_4_9_1.mat , 120004,6712609,5888390,11470689,8550485,15419131
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_49_2_1.mat , 120004,6488547,5673874,11014926,8378294,16112330
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_49_3_1.mat , 120004,6525168,5899626,11467822,8558469,15424630
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_49_4_1.mat , 120004,6857831,5729550,11180984,8463487,15584770
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_49_5_1.mat , 120004,6610825,5865900,11445327,8504037,15510966
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_49_6_1.mat , 120004,6843050,5766329,11144830,8481952,16039605
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_49_7_1.mat , 120004,7045280,5814617,11468587,8531001,15971803
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_49_8_1.mat , 120004,6396090,5671172,11046887,8413941,15684276
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_49_9_1.mat , 120004,6771613,5757641,11355220,8464239,15546507
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_50_10_1.mat , 120004,6489303,5670414,11036847,8413844,15713754
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_50_11_1.mat , 120004,6790596,6001676,11635963,8736322,15809235
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_50_1_1.mat , 120004,6494972,5764480,11263180,8527915,15704822
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_50_2_1.mat , 120004,6861278,5811273,11429908,8530477,15745223
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_50_3_1.mat , 120004,6575688,5792374,11198823,8517320,15780651
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_50_4_1.mat , 120004,6971204,5922819,11468662,8600548,15699612
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_50_5_1.mat , 120004,6439738,5804958,11196747,8435251,15734667
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_50_6_1.mat , 120004,6728463,5952432,11524245,8648169,15267865
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_50_7_1.mat , 120004,6532992,5688223,11056778,8423122,15752560
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_50_8_1.mat , 120004,6680062,6018600,11592671,8691531,16360202
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_50_9_1.mat , 120004,6495611,5829889,11282078,8605686,15655689
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_51_10_1.mat , 120004,6612186,5724148,11284570,8389950,15477265
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_51_11_1.mat , 120004,6874029,3498177,6788951,5199766,13909065
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_51_1_1.mat , 120004,6625441,5824380,11376139,8476367,15550772
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_51_12_1.mat , 120004,6553607,5887739,11381551,8680376,15608555
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_5_1_1.mat , 120004,6510304,5930302,11479838,8588869,15520754
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_51_2_1.mat , 120004,6524083,5613004,11061008,8409008,15521809
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_51_3_1.mat , 120004,6920205,5890912,11441090,8540543,16146687
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_51_4_1.mat , 120004,6630200,5885869,11358889,8702446,15583941
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_51_5_1.mat , 120004,6534196,5991183,11577205,8648154,15014517
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_51_6_1.mat , 120004,6572983,5916868,11458706,8732470,15936774
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_51_7_1.mat , 120004,6776962,5805564,11393834,8478069,15639056
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_51_8_1.mat , 120004,6589468,5740541,11223990,8539935,15804580
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_51_9_1.mat , 120004,6613200,5727010,11253182,8398140,15691578
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_52_10_1.mat , 120004,6491743,5706073,11104164,8470769,15698103
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_52_1_1.mat , 120004,6712656,5943699,11536716,8624359,15778711
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_5_2_1.mat , 120004,6535649,5874327,11307826,8634050,16000233
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_52_2_1.mat , 120004,6825002,6120537,11801694,8799049,15162283
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_52_3_1.mat , 120004,6469954,5895520,11366093,8685428,15335802
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_52_4_1.mat , 120004,6574408,5891409,11441394,8553872,15405699
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_52_5_1.mat , 120004,6501279,5818286,11151315,8497830,15603330
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_52_6_1.mat , 120004,6590078,5754686,11393833,8481352,15803713
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_52_7_1.mat , 120004,6520105,5654379,11220352,8523420,15713032
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_52_8_1.mat , 120004,6593029,3403433,6560002,5114438,12763567
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_52_9_1.mat , 120004,6943492,5889480,11655384,8814024,16187194
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_53_10_1.mat , 120004,6573396,5558795,11013301,8336285,15963580
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_53_11_1.mat , 120004,6974524,5825031,11512440,8540760,15779634
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_53_1_1.mat , 120004,6821691,5608618,11163333,8504256,16100926
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_53_12_1.mat , 120004,6950732,5790944,11479375,8526709,16050824
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_53_13_1.mat , 120004,6477743,5908429,11382796,8723189,15552444
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_5_3_1.mat , 120004,6488583,5889048,11469303,8610784,15372144
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_53_2_1.mat , 120004,6931051,5880111,11485861,8555146,15980881
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_53_3_1.mat , 120004,6487461,5890215,11429829,8767453,15502908
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_53_4_1.mat , 120004,6722208,5746293,11328230,8432678,15532582
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_53_5_1.mat , 120004,6576523,5696477,11192794,8529625,15695854
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_53_6_1.mat , 120004,7850577,4192097,8278830,6099590,16496223
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_53_7_1.mat , 120004,7003415,5894335,11615681,8651458,15899355
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_53_8_1.mat , 120004,6615995,5723775,11210295,8549777,15532202
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_53_9_1.mat , 120004,6725785,5791527,11458283,8532963,15766676
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_54_10_1.mat , 120004,6582341,5791272,11266926,8577614,15684188
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_54_11_1.mat , 120004,14478375,4772992,8190517,5085457,13592383
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_54_1_1.mat , 120004,6861011,5757499,11262481,8554689,16193384
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_5_4_1.mat , 120004,6582169,5981780,11641636,8716134,15430016
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_54_2_1.mat , 120004,6477152,5794401,11223518,8549143,15768789
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_54_3_1.mat , 120004,6545195,5963380,11549787,8671211,15239730
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_54_4_1.mat , 120004,6409684,5671531,11122772,8468647,15745688
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_54_5_1.mat , 120004,6615037,5767086,11336321,8472976,15759125
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_54_6_1.mat , 120004,6576881,5754096,11235910,8543230,15607785
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_54_7_1.mat , 120004,6613301,5808254,11466164,8523123,15423309
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_54_8_1.mat , 120004,6587780,5712570,11237954,8511426,15443801
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_54_9_1.mat , 120004,6610054,5860809,11524192,8548221,15484670
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_55_10_1.mat , 120004,6593279,5839903,11272627,8538227,15567225
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_55_11_1.mat , 120004,6623352,6064867,11765723,8800637,15045849
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_55_1_1.mat , 120004,6440306,5741938,11142092,8488077,15656861
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_55_12_1.mat , 120004,6716820,5924798,11513339,8607077,15442233
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_5_5_1.mat , 120004,6371632,5831416,11173949,8541396,15583077
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_55_2_1.mat , 120004,6646854,5733477,11293999,8439545,15457556
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_55_3_1.mat , 120004,6656604,5682223,11081906,5256639,13247201
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_55_4_1.mat , 120004,6630941,5822397,11405756,8737125,15875747
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_55_5_1.mat , 120004,6872687,5707926,11142065,8330624,16126852
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_55_6_1.mat , 120004,6585102,5667782,11190110,8552272,15932262
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_55_7_1.mat , 120004,6716161,5931511,11569241,8689043,15654303
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_55_8_1.mat , 120004,6536179,5709888,11139206,8494648,15638708
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_55_9_1.mat , 120004,6717655,6025084,11810121,8803111,15211459
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_56_1_1.mat , 120004,6482777,5721037,11161525,8487666,15796547
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_5_6_1.mat , 120004,6562454,5972412,11678730,8688668,15606309
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_56_2_1.mat , 120004,6536403,5809678,11446975,8489179,15750209
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_56_3_1.mat , 120004,6820680,5795473,11245531,8512666,15829112
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_56_4_1.mat , 120004,6510618,5825734,11254993,8466203,15648035
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_56_5_1.mat , 120004,6620191,5800475,11409841,8482005,15754846
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_56_6_1.mat , 120004,6506259,5669601,11056150,8393641,15685047
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_56_7_1.mat , 120004,7035801,5876466,11497112,8524366,16473529
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_56_8_1.mat , 120004,6429296,5655158,11041568,8397543,15872282
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_56_9_1.mat , 120004,6686002,5963148,11611894,8663530,15566339
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_57_10_1.mat , 120004,6503730,5742124,11123223,8472944,15808635
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_57_11_1.mat , 120004,6559247,5725498,11345279,8380258,15837084
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_57_1_1.mat , 120004,6500405,5690119,11160879,8500089,15728602
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_57_12_1.mat , 120004,7022568,5786676,11503829,8505089,16047273
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_57_13_1.mat , 120004,6486997,5579404,11044067,8403343,15737745
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_5_7_1.mat , 120004,6548720,5602532,11083250,8417414,15473972
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_57_2_1.mat , 120004,6616100,5685740,11218805,8530034,15830154
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_57_3_1.mat , 120004,6475667,5685689,11241770,8541515,15805477
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_57_4_1.mat , 120004,6742311,5917563,11672589,8630708,15592674
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_57_5_1.mat , 120004,6707796,5782775,11459940,8503695,16113090
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_57_6_1.mat , 120004,6461251,5616965,11232048,8484377,15682562
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_57_7_1.mat , 120004,6610966,5735169,11277652,8355470,15525151
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_57_8_1.mat , 120004,6471657,5749819,11207974,8570791,15883053
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_57_9_1.mat , 120004,6770006,5912563,11600630,8621053,15540816
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_58_10_1.mat , 120004,6563980,5655265,11164253,8481248,15761774
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_58_11_1.mat , 120004,6619678,5799493,11334988,8392002,15825190
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_58_1_1.mat , 120004,6448708,5595577,11071276,8436909,15699263
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_58_12_1.mat , 120004,6650773,5966654,11654339,8689955,16070534
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_58_2_1.mat , 120004,6514743,5648226,11221141,8533386,15628093
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_58_3_1.mat , 120004,6637254,5794170,11485052,8490386,15862944
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_58_4_1.mat , 120004,6530209,5594291,11133022,8449434,15320861
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_58_5_1.mat , 120004,6592046,5883329,11505072,8556225,15441035
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_58_6_1.mat , 120004,6523626,5672978,11242747,8533364,15987941
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_58_7_1.mat , 120004,6751564,5765258,11476030,8474391,16004210
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_58_8_1.mat , 120004,6582761,5645196,11116840,8447112,16077779
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_58_9_1.mat , 120004,6722785,5792240,11498287,8516472,15422061
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_59_10_1.mat , 120004,6502718,5678300,11059418,8415875,15729840
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_59_11_1.mat , 120004,6485050,5776638,11021064,8414740,15625795
/disks/large/shared/soft/UFloridaSparseMat/moose_matrices/direct_59_1_1.mat , 120004,6980834,5743809,11394028,8424229,16292861
